"","X","hospital_name","provider_id","state","measure_name","number_of_discharges","footnote","excess_readmission_ratio","predicted_readmission_rate","expected_readmission_rate","number_of_readmissions","start_date","end_date","address","city","zip_code","county_name","phone_number","hospital_type","emergency_services","meets_criteria_for_meaningful_use_of_ehrs","hospital_overall_rating","mortality_national_comparison","safety_of_care_national_comparison","safety_of_care_national_comparison_footnote","readmission_national_comparison","patient_experience_national_comparison","effectiveness_of_care_national_comparison","timeliness_of_care_national_comparison","efficient_use_of_medical_imaging_national_comparison","location_city","location.type","long","lat","location_address","location_zip","location_state","hospital_overall_rating_footnote","mortality_national_comparison_footnote","readmission_national_comparison_footnote","patient_experience_national_comparison_footnote","efficient_use_of_medical_imaging_national_comparison_footnote","timeliness_of_care_national_comparison_footnote","effectiveness_of_care_national_comparison_footnote"
"448",6291,"PIONEERS MEMORIAL HEALTHCARE DISTRICT",50342,"CA","COPD",115,NA,0.9904,19.7764,19.9691,22,"07/01/2014","06/30/2017","207 WEST LEGION ROAD","BRAWLEY",92227,"IMPERIAL",7603513333,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRAWLEY","Point",-115.552723,32.959947,"207 WEST LEGION ROAD",92227,"CA",NA,NA,NA,NA,NA,NA,NA
"449",6292,"PIONEERS MEMORIAL HEALTHCARE DISTRICT",50342,"CA","HF",166,NA,1.1052,24.9022,22.5312,48,"07/01/2014","06/30/2017","207 WEST LEGION ROAD","BRAWLEY",92227,"IMPERIAL",7603513333,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRAWLEY","Point",-115.552723,32.959947,"207 WEST LEGION ROAD",92227,"CA",NA,NA,NA,NA,NA,NA,NA
"450",6293,"PIONEERS MEMORIAL HEALTHCARE DISTRICT",50342,"CA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.919,3.7052,4.0318,NA,"07/01/2014","06/30/2017","207 WEST LEGION ROAD","BRAWLEY",92227,"IMPERIAL",7603513333,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRAWLEY","Point",-115.552723,32.959947,"207 WEST LEGION ROAD",92227,"CA",NA,NA,NA,NA,NA,NA,NA
"451",6294,"PIONEERS MEMORIAL HEALTHCARE DISTRICT",50342,"CA","PN",419,NA,1.0142,16.981,16.7426,72,"07/01/2014","06/30/2017","207 WEST LEGION ROAD","BRAWLEY",92227,"IMPERIAL",7603513333,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Same as the national average","BRAWLEY","Point",-115.552723,32.959947,"207 WEST LEGION ROAD",92227,"CA",NA,NA,NA,NA,NA,NA,NA
"452",6555,"SAN GORGONIO MEMORIAL HOSPITAL",50054,"CA","COPD",89,NA,0.9849,18.1153,18.3931,15,"07/01/2014","06/30/2017","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING",92220,"RIVERSIDE",9518451121,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","BANNING",NA,NA,NA,"600 NORTH HIGHLAND SPRINGS AVENUE",92220,"CA",NA,NA,NA,NA,NA,NA,NA
"453",6556,"SAN GORGONIO MEMORIAL HOSPITAL",50054,"CA","HF",112,NA,1.0095,19.1147,18.9342,22,"07/01/2014","06/30/2017","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING",92220,"RIVERSIDE",9518451121,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","BANNING",NA,NA,NA,"600 NORTH HIGHLAND SPRINGS AVENUE",92220,"CA",NA,NA,NA,NA,NA,NA,NA
"454",6557,"SAN GORGONIO MEMORIAL HOSPITAL",50054,"CA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0959,5.1115,4.664,NA,"07/01/2014","06/30/2017","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING",92220,"RIVERSIDE",9518451121,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","BANNING",NA,NA,NA,"600 NORTH HIGHLAND SPRINGS AVENUE",92220,"CA",NA,NA,NA,NA,NA,NA,NA
"455",6558,"SAN GORGONIO MEMORIAL HOSPITAL",50054,"CA","PN",159,NA,0.9745,14.7886,15.1751,22,"07/01/2014","06/30/2017","600 NORTH HIGHLAND SPRINGS AVENUE","BANNING",92220,"RIVERSIDE",9518451121,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average","Same as the national average",NA,"Same as the national average","Same as the national average","Same as the national average","Below the national average","Same as the national average","BANNING",NA,NA,NA,"600 NORTH HIGHLAND SPRINGS AVENUE",92220,"CA",NA,NA,NA,NA,NA,NA,NA
"456",6669,"LAKESIDE MEDICAL CENTER",100130,"FL","COPD",61,NA,1.0317,22.2196,21.5364,16,"07/01/2014","06/30/2017","39200 HOOKER HWY","BELLE GLADE",33430,"PALM BEACH",5619966571,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average",NA,"BELLE GLADE","Point",-80.670079,26.725684,"39200 HOOKER HWY",33430,"FL",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"457",6670,"LAKESIDE MEDICAL CENTER",100130,"FL","HF",37,NA,1.0462,21.8445,20.8788,11,"07/01/2014","06/30/2017","39200 HOOKER HWY","BELLE GLADE",33430,"PALM BEACH",5619966571,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average",NA,"BELLE GLADE","Point",-80.670079,26.725684,"39200 HOOKER HWY",33430,"FL",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"458",6672,"LAKESIDE MEDICAL CENTER",100130,"FL","PN",42,NA,1.0749,18.1091,16.8474,12,"07/01/2014","06/30/2017","39200 HOOKER HWY","BELLE GLADE",33430,"PALM BEACH",5619966571,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Same as the national average",NA,"Below the national average","Same as the national average","Same as the national average","Same as the national average",NA,"BELLE GLADE","Point",-80.670079,26.725684,"39200 HOOKER HWY",33430,"FL",NA,NA,NA,NA,"Results are not available for this reporting period.",NA,NA
"459",6765,"LOMPOC VALLEY MEDICAL CENTER",50110,"CA","COPD",147,NA,1.0131,17.722,17.493,27,"07/01/2014","06/30/2017","1515 E OCEAN AVENUE","LOMPOC",93436,"SANTA BARBARA",8057373300,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","LOMPOC","Point",-120.439899,34.640639,"1515 E OCEAN AVENUE",93436,"CA",NA,NA,NA,NA,NA,NA,NA
"460",6766,"LOMPOC VALLEY MEDICAL CENTER",50110,"CA","HF",150,NA,0.9346,18.8113,20.127,24,"07/01/2014","06/30/2017","1515 E OCEAN AVENUE","LOMPOC",93436,"SANTA BARBARA",8057373300,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","LOMPOC","Point",-120.439899,34.640639,"1515 E OCEAN AVENUE",93436,"CA",NA,NA,NA,NA,NA,NA,NA
"461",6767,"LOMPOC VALLEY MEDICAL CENTER",50110,"CA","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",1.0317,3.9662,3.8444,NA,"07/01/2014","06/30/2017","1515 E OCEAN AVENUE","LOMPOC",93436,"SANTA BARBARA",8057373300,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","LOMPOC","Point",-120.439899,34.640639,"1515 E OCEAN AVENUE",93436,"CA",NA,NA,NA,NA,NA,NA,NA
"462",6768,"LOMPOC VALLEY MEDICAL CENTER",50110,"CA","PN",164,NA,1.1143,15.6725,14.0653,32,"07/01/2014","06/30/2017","1515 E OCEAN AVENUE","LOMPOC",93436,"SANTA BARBARA",8057373300,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Below the national average","Same as the national average","Below the national average","Below the national average","LOMPOC","Point",-120.439899,34.640639,"1515 E OCEAN AVENUE",93436,"CA",NA,NA,NA,NA,NA,NA,NA
"463",6963,"HALE COUNTY HOSPITAL",10095,"AL","COPD",NA,"5 - Results are not available for this reporting period.",0.965,18.8244,19.5076,NA,"07/01/2014","06/30/2017","508 GREEN STREET","GREENSBORO",36744,"HALE",3346243024,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average",NA,"Below the national average","Same as the national average",NA,"GREENSBORO","Point",-87.018633,32.412098,"508 GREEN STREET",36744,"AL",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,NA
"464",6966,"HALE COUNTY HOSPITAL",10095,"AL","PN",NA,"5 - Results are not available for this reporting period.",0.9716,14.9907,15.4293,NA,"07/01/2014","06/30/2017","508 GREEN STREET","GREENSBORO",36744,"HALE",3346243024,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average",NA,"Results are not available for this reporting period.","Above the national average",NA,"Below the national average","Same as the national average",NA,"GREENSBORO","Point",-87.018633,32.412098,"508 GREEN STREET",36744,"AL",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,NA
"465",7036,"CONNALLY MEMORIAL MEDICAL CENTER",450108,"TX","COPD",NA,"5 - Results are not available for this reporting period.",0.9901,14.703,14.8505,NA,"07/01/2014","06/30/2017","499 10TH STREET","FLORESVILLE",78114,"WILSON",8303931300,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","FLORESVILLE","Point",-98.173205,29.159429,"499 10TH STREET",78114,"TX",NA,NA,NA,NA,NA,NA,NA
"466",7037,"CONNALLY MEMORIAL MEDICAL CENTER",450108,"TX","HF",65,NA,1.0552,22.3742,21.2036,18,"07/01/2014","06/30/2017","499 10TH STREET","FLORESVILLE",78114,"WILSON",8303931300,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","FLORESVILLE","Point",-98.173205,29.159429,"499 10TH STREET",78114,"TX",NA,NA,NA,NA,NA,NA,NA
"467",7038,"CONNALLY MEMORIAL MEDICAL CENTER",450108,"TX","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.946,3.6443,3.8525,NA,"07/01/2014","06/30/2017","499 10TH STREET","FLORESVILLE",78114,"WILSON",8303931300,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","FLORESVILLE","Point",-98.173205,29.159429,"499 10TH STREET",78114,"TX",NA,NA,NA,NA,NA,NA,NA
"468",7039,"CONNALLY MEMORIAL MEDICAL CENTER",450108,"TX","PN",158,NA,0.9444,14.7805,15.651,20,"07/01/2014","06/30/2017","499 10TH STREET","FLORESVILLE",78114,"WILSON",8303931300,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average",NA,"Results are not available for this reporting period.","Same as the national average","Above the national average","Same as the national average","Same as the national average","Same as the national average","FLORESVILLE","Point",-98.173205,29.159429,"499 10TH STREET",78114,"TX",NA,NA,NA,NA,NA,NA,NA
"469",7111,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"CA","AMI",233,NA,1.0377,14.4879,13.9617,36,"07/01/2014","06/30/2017","555 EAST VALLEY PARKWAY","ESCONDIDO",92025,"SAN DIEGO",7607393000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","ESCONDIDO","Point",-117.076186,33.125937,"555 EAST VALLEY PARKWAY",92025,"CA",NA,NA,NA,NA,NA,NA,NA
"470",7112,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"CA","CABG",NA,"5 - Results are not available for this reporting period.",1.0486,14.6228,13.9446,NA,"07/01/2014","06/30/2017","555 EAST VALLEY PARKWAY","ESCONDIDO",92025,"SAN DIEGO",7607393000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","ESCONDIDO","Point",-117.076186,33.125937,"555 EAST VALLEY PARKWAY",92025,"CA",NA,NA,NA,NA,NA,NA,NA
"471",7113,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"CA","COPD",220,NA,1.0031,19.8921,19.8306,44,"07/01/2014","06/30/2017","555 EAST VALLEY PARKWAY","ESCONDIDO",92025,"SAN DIEGO",7607393000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","ESCONDIDO","Point",-117.076186,33.125937,"555 EAST VALLEY PARKWAY",92025,"CA",NA,NA,NA,NA,NA,NA,NA
"472",7114,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"CA","HF",432,NA,0.9731,19.1449,19.6739,81,"07/01/2014","06/30/2017","555 EAST VALLEY PARKWAY","ESCONDIDO",92025,"SAN DIEGO",7607393000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","ESCONDIDO","Point",-117.076186,33.125937,"555 EAST VALLEY PARKWAY",92025,"CA",NA,NA,NA,NA,NA,NA,NA
"473",7115,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"CA","HIP_KNEE",456,NA,0.8924,3.3604,3.7657,13,"07/01/2014","06/30/2017","555 EAST VALLEY PARKWAY","ESCONDIDO",92025,"SAN DIEGO",7607393000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","ESCONDIDO","Point",-117.076186,33.125937,"555 EAST VALLEY PARKWAY",92025,"CA",NA,NA,NA,NA,NA,NA,NA
"474",7116,"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"CA","PN",596,NA,0.9676,15.0908,15.5965,88,"07/01/2014","06/30/2017","555 EAST VALLEY PARKWAY","ESCONDIDO",92025,"SAN DIEGO",7607393000,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","ESCONDIDO","Point",-117.076186,33.125937,"555 EAST VALLEY PARKWAY",92025,"CA",NA,NA,NA,NA,NA,NA,NA
"475",7149,"MC DONOUGH DISTRICT HOSPITAL",140089,"IL","COPD",95,NA,0.9717,18.034,18.5599,15,"07/01/2014","06/30/2017","525 EAST GRANT STREET","MACOMB",61455,"MC DONOUGH",3098334101,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","MACOMB","Point",-90.66403,40.447907,"525 EAST GRANT STREET",61455,"IL",NA,NA,NA,NA,NA,NA,NA
"476",7150,"MC DONOUGH DISTRICT HOSPITAL",140089,"IL","HF",104,NA,0.9702,18.1408,18.697,17,"07/01/2014","06/30/2017","525 EAST GRANT STREET","MACOMB",61455,"MC DONOUGH",3098334101,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","MACOMB","Point",-90.66403,40.447907,"525 EAST GRANT STREET",61455,"IL",NA,NA,NA,NA,NA,NA,NA
"477",7151,"MC DONOUGH DISTRICT HOSPITAL",140089,"IL","HIP_KNEE",NA,"5 - Results are not available for this reporting period.",0.9572,3.7964,3.9661,NA,"07/01/2014","06/30/2017","525 EAST GRANT STREET","MACOMB",61455,"MC DONOUGH",3098334101,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","MACOMB","Point",-90.66403,40.447907,"525 EAST GRANT STREET",61455,"IL",NA,NA,NA,NA,NA,NA,NA
"478",7152,"MC DONOUGH DISTRICT HOSPITAL",140089,"IL","PN",227,NA,0.9648,14.1272,14.6427,30,"07/01/2014","06/30/2017","525 EAST GRANT STREET","MACOMB",61455,"MC DONOUGH",3098334101,"Acute Care Hospitals",TRUE,TRUE,2,"Same as the national average","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","Same as the national average","Below the national average","MACOMB","Point",-90.66403,40.447907,"525 EAST GRANT STREET",61455,"IL",NA,NA,NA,NA,NA,NA,NA
"479",7291,"BRISTOL REGIONAL MEDICAL CENTER",440012,"TN","AMI",352,NA,1.037,16.4019,15.8168,60,"07/01/2014","06/30/2017","ONE MEDICAL PARK BLVD","BRISTOL",37620,"SULLIVAN",4238441121,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","BRISTOL",NA,NA,NA,"ONE MEDICAL PARK BLVD",37620,"TN",NA,NA,NA,NA,NA,NA,NA
"480",7292,"BRISTOL REGIONAL MEDICAL CENTER",440012,"TN","CABG",141,NA,1.0562,14.5836,13.8082,22,"07/01/2014","06/30/2017","ONE MEDICAL PARK BLVD","BRISTOL",37620,"SULLIVAN",4238441121,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","BRISTOL",NA,NA,NA,"ONE MEDICAL PARK BLVD",37620,"TN",NA,NA,NA,NA,NA,NA,NA
"481",7293,"BRISTOL REGIONAL MEDICAL CENTER",440012,"TN","COPD",434,NA,0.9624,20.2648,21.0571,85,"07/01/2014","06/30/2017","ONE MEDICAL PARK BLVD","BRISTOL",37620,"SULLIVAN",4238441121,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","BRISTOL",NA,NA,NA,"ONE MEDICAL PARK BLVD",37620,"TN",NA,NA,NA,NA,NA,NA,NA
"482",7294,"BRISTOL REGIONAL MEDICAL CENTER",440012,"TN","HF",540,NA,1.0597,23.0051,21.7098,128,"07/01/2014","06/30/2017","ONE MEDICAL PARK BLVD","BRISTOL",37620,"SULLIVAN",4238441121,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","BRISTOL",NA,NA,NA,"ONE MEDICAL PARK BLVD",37620,"TN",NA,NA,NA,NA,NA,NA,NA
"483",7295,"BRISTOL REGIONAL MEDICAL CENTER",440012,"TN","HIP_KNEE",450,NA,0.9707,4.1364,4.2613,18,"07/01/2014","06/30/2017","ONE MEDICAL PARK BLVD","BRISTOL",37620,"SULLIVAN",4238441121,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","BRISTOL",NA,NA,NA,"ONE MEDICAL PARK BLVD",37620,"TN",NA,NA,NA,NA,NA,NA,NA
"484",7296,"BRISTOL REGIONAL MEDICAL CENTER",440012,"TN","PN",883,NA,1.0565,18.3076,17.329,165,"07/01/2014","06/30/2017","ONE MEDICAL PARK BLVD","BRISTOL",37620,"SULLIVAN",4238441121,"Acute Care Hospitals",TRUE,TRUE,1,"Same as the national average","Below the national average",NA,"Below the national average","Same as the national average","Below the national average","Same as the national average","Same as the national average","BRISTOL",NA,NA,NA,"ONE MEDICAL PARK BLVD",37620,"TN",NA,NA,NA,NA,NA,NA,NA
"485",7381,"LEXINGTON MEDICAL CENTER",420073,"SC","AMI",537,NA,1.0089,13.6808,13.5595,74,"07/01/2014","06/30/2017","2720 SUNSET BLVD","WEST COLUMBIA",29169,"LEXINGTON",8037912000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","WEST COLUMBIA","Point",-81.114361,34.004403,"2720 SUNSET BLVD",29169,"SC",NA,NA,NA,NA,NA,NA,NA
"486",7382,"LEXINGTON MEDICAL CENTER",420073,"SC","CABG",235,NA,0.9257,10.6049,11.4563,23,"07/01/2014","06/30/2017","2720 SUNSET BLVD","WEST COLUMBIA",29169,"LEXINGTON",8037912000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","WEST COLUMBIA","Point",-81.114361,34.004403,"2720 SUNSET BLVD",29169,"SC",NA,NA,NA,NA,NA,NA,NA
"487",7383,"LEXINGTON MEDICAL CENTER",420073,"SC","COPD",543,NA,1.0183,18.9019,18.5621,104,"07/01/2014","06/30/2017","2720 SUNSET BLVD","WEST COLUMBIA",29169,"LEXINGTON",8037912000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","WEST COLUMBIA","Point",-81.114361,34.004403,"2720 SUNSET BLVD",29169,"SC",NA,NA,NA,NA,NA,NA,NA
"488",7384,"LEXINGTON MEDICAL CENTER",420073,"SC","HF",913,NA,0.9913,20.4331,20.6126,186,"07/01/2014","06/30/2017","2720 SUNSET BLVD","WEST COLUMBIA",29169,"LEXINGTON",8037912000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","WEST COLUMBIA","Point",-81.114361,34.004403,"2720 SUNSET BLVD",29169,"SC",NA,NA,NA,NA,NA,NA,NA
"489",7385,"LEXINGTON MEDICAL CENTER",420073,"SC","HIP_KNEE",527,NA,0.9342,3.6803,3.9395,18,"07/01/2014","06/30/2017","2720 SUNSET BLVD","WEST COLUMBIA",29169,"LEXINGTON",8037912000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","WEST COLUMBIA","Point",-81.114361,34.004403,"2720 SUNSET BLVD",29169,"SC",NA,NA,NA,NA,NA,NA,NA
"490",7386,"LEXINGTON MEDICAL CENTER",420073,"SC","PN",1228,NA,0.9988,16.2111,16.2307,199,"07/01/2014","06/30/2017","2720 SUNSET BLVD","WEST COLUMBIA",29169,"LEXINGTON",8037912000,"Acute Care Hospitals",TRUE,TRUE,3,"Same as the national average","Below the national average",NA,"Above the national average","Above the national average","Same as the national average","Below the national average","Above the national average","WEST COLUMBIA","Point",-81.114361,34.004403,"2720 SUNSET BLVD",29169,"SC",NA,NA,NA,NA,NA,NA,NA
"491",7528,"NOCONA GENERAL HOSPITAL",450641,"TX","HF",NA,"5 - Results are not available for this reporting period.",1.0416,17.8293,17.1168,NA,"07/01/2014","06/30/2017","100 PARK ROAD","NOCONA",76255,"MONTAGUE",9408253235,"Acute Care Hospitals",TRUE,NA,2,NA,NA,"Results are not available for this reporting period.","Below the national average",NA,"Same as the national average","Above the national average",NA,"NOCONA","Point",-97.731564,33.777559,"100 PARK ROAD",76255,"TX",NA,"Results are not available for this reporting period.",NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,NA
"492",7530,"NOCONA GENERAL HOSPITAL",450641,"TX","PN",NA,"5 - Results are not available for this reporting period.",0.999,12.6033,12.6162,NA,"07/01/2014","06/30/2017","100 PARK ROAD","NOCONA",76255,"MONTAGUE",9408253235,"Acute Care Hospitals",TRUE,NA,2,NA,NA,"Results are not available for this reporting period.","Below the national average",NA,"Same as the national average","Above the national average",NA,"NOCONA","Point",-97.731564,33.777559,"100 PARK ROAD",76255,"TX",NA,"Results are not available for this reporting period.",NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.","Results are not available for this reporting period.",NA,NA
"493",7531,"STARR COUNTY MEMORIAL HOSPITAL",450654,"TX","AMI",61,NA,1.0499,22.4805,21.4122,17,"07/01/2014","06/30/2017","128  N FM RD 3167","RIO GRANDE CITY",78582,"STARR",9564875561,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","RIO GRANDE CITY","Point",-98.859886,26.37754,"128 N FM RD 3167",78582,"TX",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA,NA,NA
"494",7533,"STARR COUNTY MEMORIAL HOSPITAL",450654,"TX","COPD",NA,"5 - Results are not available for this reporting period.",0.9794,16.6921,17.0431,NA,"07/01/2014","06/30/2017","128  N FM RD 3167","RIO GRANDE CITY",78582,"STARR",9564875561,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","RIO GRANDE CITY","Point",-98.859886,26.37754,"128 N FM RD 3167",78582,"TX",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA,NA,NA
"495",7534,"STARR COUNTY MEMORIAL HOSPITAL",450654,"TX","HF",48,NA,1.0964,24.6977,22.5257,18,"07/01/2014","06/30/2017","128  N FM RD 3167","RIO GRANDE CITY",78582,"STARR",9564875561,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","RIO GRANDE CITY","Point",-98.859886,26.37754,"128 N FM RD 3167",78582,"TX",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA,NA,NA
"496",7536,"STARR COUNTY MEMORIAL HOSPITAL",450654,"TX","PN",358,NA,0.9775,15.1794,15.5287,53,"07/01/2014","06/30/2017","128  N FM RD 3167","RIO GRANDE CITY",78582,"STARR",9564875561,"Acute Care Hospitals",TRUE,NA,3,"Same as the national average",NA,"Results are not available for this reporting period.","Below the national average",NA,"Same as the national average","Below the national average","Same as the national average","RIO GRANDE CITY","Point",-98.859886,26.37754,"128 N FM RD 3167",78582,"TX",NA,NA,NA,"There are too few measures or measure groups reported to calculate a star rating or measure group score.",NA,NA,NA
"497",7729,"THIBODAUX REGIONAL MEDICAL CENTER",190004,"LA","AMI",178,NA,0.9127,14.3742,15.7489,20,"07/01/2014","06/30/2017","602 N ACADIA ROAD","THIBODAUX",70301,"LAFOURCHE",9854475500,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Below the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","THIBODAUX","Point",-90.806819,29.780546,"602 N ACADIA ROAD",70301,"LA",NA,NA,NA,NA,NA,NA,NA
"498",7730,"THIBODAUX REGIONAL MEDICAL CENTER",190004,"LA","CABG",109,NA,1.0291,13.9883,13.5929,16,"07/01/2014","06/30/2017","602 N ACADIA ROAD","THIBODAUX",70301,"LAFOURCHE",9854475500,"Acute Care Hospitals",TRUE,TRUE,4,"Same as the national average","Above the national average",NA,"Below the national average","Above the national average","Same as the national average","Above the national average","Same as the national average","THIBODAUX","Point",-90.806819,29.780546,"602 N ACADIA ROAD",70301,"LA",NA,NA,NA,NA,NA,NA,NA
